state,county,date,m50_count
Texas,Burnet County,2020-03-20,62
Texas,Caldwell County,2020-03-02,101
Texas,Caldwell County,2020-03-03,94
Texas,Caldwell County,2020-03-04,90
Texas,Caldwell County,2020-03-05,100
Texas,Caldwell County,2020-03-06,123
Texas,Caldwell County,2020-03-09,96
Texas,Caldwell County,2020-03-10,109
Texas,Caldwell County,2020-03-11,106
Texas,Caldwell County,2020-03-12,108
Texas,Caldwell County,2020-03-13,116
Texas,Caldwell County,2020-03-16,83
Texas,Caldwell County,2020-03-17,66
Texas,Caldwell County,2020-03-18,67
Texas,Caldwell County,2020-03-19,56
Texas,Caldwell County,2020-03-20,52
Texas,Calhoun County,2020-03-02,90
Texas,Calhoun County,2020-03-03,98
Texas,Calhoun County,2020-03-04,91
Texas,Calhoun County,2020-03-05,103
Texas,Calhoun County,2020-03-06,112
Texas,Calhoun County,2020-03-09,91
Texas,Calhoun County,2020-03-10,89
Texas,Calhoun County,2020-03-11,91
Texas,Calhoun County,2020-03-12,97
Texas,Calhoun County,2020-03-13,105
Texas,Calhoun County,2020-03-16,92
Texas,Calhoun County,2020-03-17,92
Texas,Calhoun County,2020-03-18,86
Texas,Calhoun County,2020-03-19,91
Texas,Calhoun County,2020-03-20,90
Texas,Callahan County,2020-03-02,104
Texas,Callahan County,2020-03-03,99
Texas,Callahan County,2020-03-04,91
Texas,Callahan County,2020-03-05,104
Texas,Callahan County,2020-03-06,102
Texas,Callahan County,2020-03-09,99
Texas,Callahan County,2020-03-10,104
Texas,Callahan County,2020-03-11,102
Texas,Callahan County,2020-03-12,103
Texas,Callahan County,2020-03-13,105
Texas,Callahan County,2020-03-16,99
Texas,Callahan County,2020-03-17,83
Texas,Callahan County,2020-03-18,83
Texas,Callahan County,2020-03-19,88
Texas,Callahan County,2020-03-20,90
Texas,Cameron County,2020-03-02,99
Texas,Cameron County,2020-03-03,98
Texas,Cameron County,2020-03-04,97
Texas,Cameron County,2020-03-05,102
Texas,Cameron County,2020-03-06,110
Texas,Cameron County,2020-03-09,93
Texas,Cameron County,2020-03-10,94
Texas,Cameron County,2020-03-11,98
Texas,Cameron County,2020-03-12,101
Texas,Cameron County,2020-03-13,105
Texas,Cameron County,2020-03-16,86
Texas,Cameron County,2020-03-17,76
Texas,Cameron County,2020-03-18,72
Texas,Cameron County,2020-03-19,69
Texas,Cameron County,2020-03-20,71
Texas,Camp County,2020-03-02,105
Texas,Camp County,2020-03-03,88
Texas,Camp County,2020-03-04,100
Texas,Camp County,2020-03-05,109
Texas,Camp County,2020-03-06,115
Texas,Camp County,2020-03-09,102
Texas,Camp County,2020-03-10,92
Texas,Camp County,2020-03-11,100
Texas,Camp County,2020-03-12,109
Texas,Camp County,2020-03-13,98
Texas,Camp County,2020-03-16,97
Texas,Camp County,2020-03-17,73
Texas,Camp County,2020-03-18,61
Texas,Camp County,2020-03-19,61
Texas,Camp County,2020-03-20,68
Texas,Carson County,2020-03-02,81
Texas,Carson County,2020-03-03,96
Texas,Carson County,2020-03-04,98
Texas,Carson County,2020-03-05,105
Texas,Carson County,2020-03-06,111
Texas,Carson County,2020-03-09,97
Texas,Carson County,2020-03-10,103
Texas,Carson County,2020-03-11,77
Texas,Carson County,2020-03-12,100
Texas,Carson County,2020-03-13,106
Texas,Carson County,2020-03-16,90
Texas,Carson County,2020-03-17,76
Texas,Carson County,2020-03-18,72
Texas,Carson County,2020-03-19,70
Texas,Carson County,2020-03-20,86
Texas,Cass County,2020-03-02,89
Texas,Cass County,2020-03-03,100
Texas,Cass County,2020-03-04,82
Texas,Cass County,2020-03-05,113
Texas,Cass County,2020-03-06,153
Texas,Cass County,2020-03-09,96
Texas,Cass County,2020-03-10,137
Texas,Cass County,2020-03-11,108
Texas,Cass County,2020-03-12,124
Texas,Cass County,2020-03-13,107
Texas,Cass County,2020-03-16,59
Texas,Cass County,2020-03-17,65
Texas,Cass County,2020-03-18,63
Texas,Cass County,2020-03-19,63
Texas,Cass County,2020-03-20,53
Texas,Castro County,2020-03-04,125
Texas,Chambers County,2020-03-02,93
Texas,Chambers County,2020-03-03,99
Texas,Chambers County,2020-03-04,98
Texas,Chambers County,2020-03-05,105
Texas,Chambers County,2020-03-06,119
Texas,Chambers County,2020-03-09,104
Texas,Chambers County,2020-03-10,106
Texas,Chambers County,2020-03-11,111
Texas,Chambers County,2020-03-12,109
Texas,Chambers County,2020-03-13,106
Texas,Chambers County,2020-03-16,81
Texas,Chambers County,2020-03-17,75
Texas,Chambers County,2020-03-18,67
Texas,Chambers County,2020-03-19,74
Texas,Chambers County,2020-03-20,73
Texas,Cherokee County,2020-03-02,93
Texas,Cherokee County,2020-03-03,100
Texas,Cherokee County,2020-03-04,84
Texas,Cherokee County,2020-03-05,105
Texas,Cherokee County,2020-03-06,137
Texas,Cherokee County,2020-03-09,94
Texas,Cherokee County,2020-03-10,94
Texas,Cherokee County,2020-03-11,117
Texas,Cherokee County,2020-03-12,118
Texas,Cherokee County,2020-03-13,101
Texas,Cherokee County,2020-03-16,76
Texas,Cherokee County,2020-03-17,70
Texas,Cherokee County,2020-03-18,60
Texas,Cherokee County,2020-03-19,64
Texas,Cherokee County,2020-03-20,67
Texas,Childress County,2020-03-02,100
Texas,Childress County,2020-03-03,157
Texas,Childress County,2020-03-04,85
Texas,Childress County,2020-03-05,287
Texas,Childress County,2020-03-06,264
Texas,Childress County,2020-03-09,84
Texas,Childress County,2020-03-10,85
Texas,Childress County,2020-03-11,84
Texas,Childress County,2020-03-12,181
Texas,Childress County,2020-03-13,197
Texas,Childress County,2020-03-16,67
Texas,Childress County,2020-03-17,59
Texas,Childress County,2020-03-18,63
Texas,Childress County,2020-03-19,69
Texas,Childress County,2020-03-20,72
Texas,Clay County,2020-03-02,100
Texas,Clay County,2020-03-03,100
Texas,Clay County,2020-03-04,88
Texas,Clay County,2020-03-05,103
Texas,Clay County,2020-03-06,104
Texas,Clay County,2020-03-09,100
Texas,Clay County,2020-03-10,103
Texas,Clay County,2020-03-11,102
Texas,Clay County,2020-03-12,103
Texas,Clay County,2020-03-13,106
Texas,Clay County,2020-03-16,93
Texas,Clay County,2020-03-17,72
Texas,Clay County,2020-03-18,88
Texas,Clay County,2020-03-19,86
Texas,Clay County,2020-03-20,93
Texas,Coleman County,2020-03-02,116
Texas,Coleman County,2020-03-03,95
Texas,Coleman County,2020-03-04,74
Texas,Coleman County,2020-03-05,105
Texas,Coleman County,2020-03-06,111
Texas,Coleman County,2020-03-09,99
Texas,Coleman County,2020-03-10,115
Texas,Coleman County,2020-03-11,114
Texas,Coleman County,2020-03-12,114
Texas,Coleman County,2020-03-13,122
Texas,Coleman County,2020-03-16,45
Texas,Coleman County,2020-03-17,23
Texas,Coleman County,2020-03-18,29
Texas,Coleman County,2020-03-19,43
Texas,Coleman County,2020-03-20,46
Texas,Collin County,2020-03-02,98
Texas,Collin County,2020-03-03,97
Texas,Collin County,2020-03-04,93
Texas,Collin County,2020-03-05,108
Texas,Collin County,2020-03-06,119
Texas,Collin County,2020-03-09,100
Texas,Collin County,2020-03-10,111
Texas,Collin County,2020-03-11,110
Texas,Collin County,2020-03-12,106
Texas,Collin County,2020-03-13,80
Texas,Collin County,2020-03-16,57
Texas,Collin County,2020-03-17,43
Texas,Collin County,2020-03-18,34
Texas,Collin County,2020-03-19,33
Texas,Collin County,2020-03-20,42
Texas,Colorado County,2020-03-02,100
Texas,Colorado County,2020-03-03,105
Texas,Colorado County,2020-03-04,83
Texas,Colorado County,2020-03-05,97
Texas,Colorado County,2020-03-06,113
Texas,Colorado County,2020-03-09,96
Texas,Colorado County,2020-03-10,102
Texas,Colorado County,2020-03-11,118
Texas,Colorado County,2020-03-12,101
Texas,Colorado County,2020-03-13,106
Texas,Colorado County,2020-03-16,86
Texas,Colorado County,2020-03-17,70
Texas,Colorado County,2020-03-18,68
Texas,Colorado County,2020-03-19,75
Texas,Colorado County,2020-03-20,67
Texas,Comal County,2020-03-02,95
Texas,Comal County,2020-03-03,100
Texas,Comal County,2020-03-04,92
Texas,Comal County,2020-03-05,113
Texas,Comal County,2020-03-06,107
Texas,Comal County,2020-03-09,101
Texas,Comal County,2020-03-10,108
Texas,Comal County,2020-03-11,115
Texas,Comal County,2020-03-12,111
Texas,Comal County,2020-03-13,106
Texas,Comal County,2020-03-16,73
Texas,Comal County,2020-03-17,62
Texas,Comal County,2020-03-18,56
Texas,Comal County,2020-03-19,56
Texas,Comal County,2020-03-20,53
Texas,Comanche County,2020-03-02,121
Texas,Comanche County,2020-03-03,88
Texas,Comanche County,2020-03-04,67
Texas,Comanche County,2020-03-05,100
Texas,Comanche County,2020-03-06,120
Texas,Comanche County,2020-03-09,105
Texas,Comanche County,2020-03-10,111
Texas,Comanche County,2020-03-11,121
Texas,Comanche County,2020-03-12,169
Texas,Comanche County,2020-03-13,118
Texas,Comanche County,2020-03-16,72
Texas,Comanche County,2020-03-17,86
Texas,Comanche County,2020-03-18,64
Texas,Comanche County,2020-03-19,57
Texas,Comanche County,2020-03-20,58
Texas,Cooke County,2020-03-02,106
Texas,Cooke County,2020-03-03,103
Texas,Cooke County,2020-03-04,88
Texas,Cooke County,2020-03-05,100
Texas,Cooke County,2020-03-06,130
Texas,Cooke County,2020-03-09,98
Texas,Cooke County,2020-03-10,102
Texas,Cooke County,2020-03-11,95
Texas,Cooke County,2020-03-12,94
Texas,Cooke County,2020-03-13,94
Texas,Cooke County,2020-03-16,74
Texas,Cooke County,2020-03-17,57
Texas,Cooke County,2020-03-18,57
Texas,Cooke County,2020-03-19,36
Texas,Cooke County,2020-03-20,59
Texas,Coryell County,2020-03-02,97
Texas,Coryell County,2020-03-03,105
Texas,Coryell County,2020-03-04,90
Texas,Coryell County,2020-03-05,130
Texas,Coryell County,2020-03-06,165
Texas,Coryell County,2020-03-09,89
Texas,Coryell County,2020-03-10,101
Texas,Coryell County,2020-03-11,114
Texas,Coryell County,2020-03-12,121
Texas,Coryell County,2020-03-13,109
Texas,Coryell County,2020-03-16,73
Texas,Coryell County,2020-03-17,70
Texas,Coryell County,2020-03-18,58
Texas,Coryell County,2020-03-19,58
Texas,Coryell County,2020-03-20,42
Texas,Crane County,2020-03-02,54
Texas,Crane County,2020-03-03,177
Texas,Crane County,2020-03-04,52
Texas,Crane County,2020-03-05,140
Texas,Crane County,2020-03-06,302
Texas,Crane County,2020-03-09,148
Texas,Crane County,2020-03-11,85
Texas,Crane County,2020-03-12,177
Texas,Crane County,2020-03-13,287
Texas,Crane County,2020-03-16,10
Texas,Crane County,2020-03-17,59
Texas,Crane County,2020-03-18,9
Texas,Crane County,2020-03-19,12
Texas,Crockett County,2020-03-05,88
Texas,Crockett County,2020-03-06,126
Texas,Crockett County,2020-03-11,91
Texas,Crockett County,2020-03-16,78
Texas,Crockett County,2020-03-18,77
Texas,Crockett County,2020-03-19,77
Texas,Crockett County,2020-03-20,124
Texas,Culberson County,2020-03-06,141
Texas,Culberson County,2020-03-12,180
Texas,Culberson County,2020-03-13,300
Texas,Culberson County,2020-03-20,293
Texas,Dallam County,2020-03-02,100
Texas,Dallam County,2020-03-03,92
Texas,Dallam County,2020-03-04,98
Texas,Dallam County,2020-03-05,109
Texas,Dallam County,2020-03-06,255
Texas,Dallam County,2020-03-09,101
Texas,Dallam County,2020-03-10,126
Texas,Dallam County,2020-03-11,93
Texas,Dallam County,2020-03-12,178
Texas,Dallam County,2020-03-13,122
Texas,Dallam County,2020-03-16,105
Texas,Dallam County,2020-03-17,112
Texas,Dallam County,2020-03-18,135
Texas,Dallam County,2020-03-19,133
Texas,Dallam County,2020-03-20,199
Texas,Dallas County,2020-03-02,106
Texas,Dallas County,2020-03-03,99
Texas,Dallas County,2020-03-04,90
Texas,Dallas County,2020-03-05,107
Texas,Dallas County,2020-03-06,115
Texas,Dallas County,2020-03-09,90
Texas,Dallas County,2020-03-10,97
Texas,Dallas County,2020-03-11,99
Texas,Dallas County,2020-03-12,98
Texas,Dallas County,2020-03-13,88
Texas,Dallas County,2020-03-16,64
Texas,Dallas County,2020-03-17,49
Texas,Dallas County,2020-03-18,40
Texas,Dallas County,2020-03-19,36
Texas,Dallas County,2020-03-20,43
Texas,Dawson County,2020-03-02,90
Texas,Dawson County,2020-03-03,138
Texas,Dawson County,2020-03-04,29
Texas,Dawson County,2020-03-05,64
Texas,Dawson County,2020-03-06,148
Texas,Dawson County,2020-03-09,70
Texas,Dawson County,2020-03-10,103
Texas,Dawson County,2020-03-11,121
Texas,Dawson County,2020-03-12,94
Texas,Dawson County,2020-03-13,166
Texas,Dawson County,2020-03-16,18
Texas,Dawson County,2020-03-17,21
Texas,Dawson County,2020-03-18,25
Texas,Dawson County,2020-03-19,20
Texas,Dawson County,2020-03-20,25
Texas,DeWitt County,2020-03-02,102
Texas,DeWitt County,2020-03-03,85
Texas,DeWitt County,2020-03-04,89
Texas,DeWitt County,2020-03-05,105
Texas,DeWitt County,2020-03-06,117
Texas,DeWitt County,2020-03-09,84
Texas,DeWitt County,2020-03-10,101
Texas,DeWitt County,2020-03-11,85
Texas,DeWitt County,2020-03-12,100
Texas,DeWitt County,2020-03-13,111
Texas,DeWitt County,2020-03-16,88
Texas,DeWitt County,2020-03-17,75
Texas,DeWitt County,2020-03-18,61
Texas,DeWitt County,2020-03-19,61
Texas,DeWitt County,2020-03-20,44
Texas,Deaf Smith County,2020-03-02,96
Texas,Deaf Smith County,2020-03-03,132
Texas,Deaf Smith County,2020-03-04,97
Texas,Deaf Smith County,2020-03-05,115
Texas,Deaf Smith County,2020-03-06,126
Texas,Deaf Smith County,2020-03-09,72
Texas,Deaf Smith County,2020-03-10,118
Texas,Deaf Smith County,2020-03-11,92
Texas,Deaf Smith County,2020-03-12,229
Texas,Deaf Smith County,2020-03-13,117
Texas,Deaf Smith County,2020-03-16,98
Texas,Deaf Smith County,2020-03-17,74
Texas,Deaf Smith County,2020-03-18,69
Texas,Deaf Smith County,2020-03-19,60
Texas,Deaf Smith County,2020-03-20,69
Texas,Delta County,2020-03-02,104
Texas,Delta County,2020-03-03,100
Texas,Delta County,2020-03-04,95
Texas,Delta County,2020-03-05,115
Texas,Delta County,2020-03-06,158
Texas,Delta County,2020-03-09,108
Texas,Delta County,2020-03-10,102
Texas,Delta County,2020-03-11,107
Texas,Delta County,2020-03-12,118
Texas,Delta County,2020-03-13,111
Texas,Delta County,2020-03-16,111
Texas,Delta County,2020-03-17,94
Texas,Delta County,2020-03-18,85
Texas,Delta County,2020-03-19,89
Texas,Delta County,2020-03-20,94
Texas,Denton County,2020-03-02,98
Texas,Denton County,2020-03-03,100
Texas,Denton County,2020-03-04,94
Texas,Denton County,2020-03-05,110
Texas,Denton County,2020-03-06,124
Texas,Denton County,2020-03-09,95
Texas,Denton County,2020-03-10,107
Texas,Denton County,2020-03-11,105
Texas,Denton County,2020-03-12,103
Texas,Denton County,2020-03-13,85
Texas,Denton County,2020-03-16,65
Texas,Denton County,2020-03-17,50
Texas,Denton County,2020-03-18,41
Texas,Denton County,2020-03-19,40
Texas,Denton County,2020-03-20,50
Texas,Dimmit County,2020-03-02,69
Texas,Dimmit County,2020-03-03,135
Texas,Dimmit County,2020-03-04,96
Texas,Dimmit County,2020-03-05,80
Texas,Dimmit County,2020-03-06,197
Texas,Dimmit County,2020-03-09,184
Texas,Dimmit County,2020-03-10,236
Texas,Dimmit County,2020-03-11,273
Texas,Dimmit County,2020-03-12,205
Texas,Dimmit County,2020-03-13,298
Texas,Dimmit County,2020-03-16,99
Texas,Dimmit County,2020-03-17,73
Texas,Dimmit County,2020-03-18,65
Texas,Dimmit County,2020-03-19,59
Texas,Dimmit County,2020-03-20,106
Texas,Donley County,2020-03-02,45
Texas,Donley County,2020-03-03,229
Texas,Donley County,2020-03-04,79
Texas,Donley County,2020-03-05,102
Texas,Donley County,2020-03-06,276
Texas,Donley County,2020-03-09,49
Texas,Donley County,2020-03-10,33
Texas,Donley County,2020-03-11,146
Texas,Donley County,2020-03-12,261
Texas,Donley County,2020-03-13,243
Texas,Donley County,2020-03-16,302
Texas,Donley County,2020-03-17,102
Texas,Donley County,2020-03-18,220
Texas,Donley County,2020-03-19,87
Texas,Donley County,2020-03-20,307
Texas,Duval County,2020-03-02,107
Texas,Duval County,2020-03-03,63
Texas,Duval County,2020-03-04,41
Texas,Duval County,2020-03-05,102
Texas,Duval County,2020-03-06,124
Texas,Duval County,2020-03-09,73
Texas,Duval County,2020-03-10,84
Texas,Duval County,2020-03-11,68
Texas,Duval County,2020-03-12,95
Texas,Duval County,2020-03-13,91
Texas,Duval County,2020-03-16,115
Texas,Duval County,2020-03-17,27
Texas,Duval County,2020-03-18,80
Texas,Duval County,2020-03-19,35
Texas,Duval County,2020-03-20,27
Texas,Eastland County,2020-03-02,98
Texas,Eastland County,2020-03-03,107
Texas,Eastland County,2020-03-04,82
Texas,Eastland County,2020-03-05,108
Texas,Eastland County,2020-03-06,111
Texas,Eastland County,2020-03-09,98
Texas,Eastland County,2020-03-10,106
Texas,Eastland County,2020-03-11,122
Texas,Eastland County,2020-03-12,116
Texas,Eastland County,2020-03-13,105
Texas,Eastland County,2020-03-16,87
Texas,Eastland County,2020-03-17,81
Texas,Eastland County,2020-03-18,85
Texas,Eastland County,2020-03-19,82
Texas,Eastland County,2020-03-20,83
Texas,Ector County,2020-03-02,98
Texas,Ector County,2020-03-03,96
Texas,Ector County,2020-03-04,88
Texas,Ector County,2020-03-05,103
Texas,Ector County,2020-03-06,114
Texas,Ector County,2020-03-09,94
Texas,Ector County,2020-03-10,96
Texas,Ector County,2020-03-11,103
Texas,Ector County,2020-03-12,108
Texas,Ector County,2020-03-13,98
Texas,Ector County,2020-03-16,80
Texas,Ector County,2020-03-17,83
Texas,Ector County,2020-03-18,74
Texas,Ector County,2020-03-19,77
Texas,Ector County,2020-03-20,85
Texas,El Paso County,2020-03-02,94
Texas,El Paso County,2020-03-03,88
Texas,El Paso County,2020-03-04,97
Texas,El Paso County,2020-03-05,103
Texas,El Paso County,2020-03-06,108
Texas,El Paso County,2020-03-09,90
Texas,El Paso County,2020-03-10,97
Texas,El Paso County,2020-03-11,97
Texas,El Paso County,2020-03-12,99
Texas,El Paso County,2020-03-13,102
Texas,El Paso County,2020-03-16,57
Texas,El Paso County,2020-03-17,63
Texas,El Paso County,2020-03-18,52
Texas,El Paso County,2020-03-19,46
Texas,El Paso County,2020-03-20,53
Texas,Ellis County,2020-03-02,98
Texas,Ellis County,2020-03-03,100
Texas,Ellis County,2020-03-04,92
Texas,Ellis County,2020-03-05,109
Texas,Ellis County,2020-03-06,126
Texas,Ellis County,2020-03-09,107
Texas,Ellis County,2020-03-10,117
Texas,Ellis County,2020-03-11,114
Texas,Ellis County,2020-03-12,117
Texas,Ellis County,2020-03-13,98
Texas,Ellis County,2020-03-16,72
Texas,Ellis County,2020-03-17,63
Texas,Ellis County,2020-03-18,51
Texas,Ellis County,2020-03-19,56
Texas,Ellis County,2020-03-20,62
Texas,Erath County,2020-03-02,113
Texas,Erath County,2020-03-03,98
Texas,Erath County,2020-03-04,84
Texas,Erath County,2020-03-05,131
Texas,Erath County,2020-03-06,345
Texas,Erath County,2020-03-09,173
Texas,Erath County,2020-03-10,196
Texas,Erath County,2020-03-11,223
Texas,Erath County,2020-03-12,211
Texas,Erath County,2020-03-13,179
Texas,Erath County,2020-03-16,117
Texas,Erath County,2020-03-17,106
Texas,Erath County,2020-03-18,87
Texas,Erath County,2020-03-19,96
Texas,Erath County,2020-03-20,122
Texas,Falls County,2020-03-02,103
Texas,Falls County,2020-03-03,103
Texas,Falls County,2020-03-04,66
Texas,Falls County,2020-03-05,100
Texas,Falls County,2020-03-06,102
Texas,Falls County,2020-03-09,105
Texas,Falls County,2020-03-10,87
Texas,Falls County,2020-03-11,84
Texas,Falls County,2020-03-12,74
Texas,Falls County,2020-03-13,109
Texas,Falls County,2020-03-16,82
Texas,Falls County,2020-03-17,82
Texas,Falls County,2020-03-18,41
Texas,Falls County,2020-03-19,36
Texas,Falls County,2020-03-20,46
Texas,Fannin County,2020-03-02,90
Texas,Fannin County,2020-03-03,102
Texas,Fannin County,2020-03-04,89
Texas,Fannin County,2020-03-05,102
Texas,Fannin County,2020-03-06,112
Texas,Fannin County,2020-03-09,96
Texas,Fannin County,2020-03-10,112
Texas,Fannin County,2020-03-11,103
Texas,Fannin County,2020-03-12,102
Texas,Fannin County,2020-03-13,104
Texas,Fannin County,2020-03-16,73
Texas,Fannin County,2020-03-17,62
Texas,Fannin County,2020-03-18,45
Texas,Fannin County,2020-03-19,55
Texas,Fannin County,2020-03-20,49
Texas,Fayette County,2020-03-02,90
Texas,Fayette County,2020-03-03,94
Texas,Fayette County,2020-03-04,81
Texas,Fayette County,2020-03-05,135
Texas,Fayette County,2020-03-06,181
Texas,Fayette County,2020-03-09,99
Texas,Fayette County,2020-03-10,124
Texas,Fayette County,2020-03-11,139
Texas,Fayette County,2020-03-12,140
Texas,Fayette County,2020-03-13,110
Texas,Fayette County,2020-03-16,81
Texas,Fayette County,2020-03-17,77
Texas,Fayette County,2020-03-18,81
Texas,Fayette County,2020-03-19,75
Texas,Fayette County,2020-03-20,84
Texas,Fisher County,2020-03-04,8
Texas,Fisher County,2020-03-05,141
Texas,Fisher County,2020-03-06,172
Texas,Fisher County,2020-03-09,139
Texas,Fisher County,2020-03-10,101
Texas,Fisher County,2020-03-11,185
Texas,Fisher County,2020-03-12,66
Texas,Fisher County,2020-03-13,143
Texas,Fisher County,2020-03-16,36
Texas,Fisher County,2020-03-17,113
Texas,Fisher County,2020-03-18,22
Texas,Fisher County,2020-03-19,42
Texas,Fisher County,2020-03-20,74
Texas,Fort Bend County,2020-03-02,96
Texas,Fort Bend County,2020-03-03,99
Texas,Fort Bend County,2020-03-04,98
Texas,Fort Bend County,2020-03-05,105
Texas,Fort Bend County,2020-03-06,107
Texas,Fort Bend County,2020-03-09,93
Texas,Fort Bend County,2020-03-10,98
Texas,Fort Bend County,2020-03-11,96
Texas,Fort Bend County,2020-03-12,93
Texas,Fort Bend County,2020-03-13,82
Texas,Fort Bend County,2020-03-16,59
Texas,Fort Bend County,2020-03-17,47
Texas,Fort Bend County,2020-03-18,38
Texas,Fort Bend County,2020-03-19,37
Texas,Fort Bend County,2020-03-20,41
Texas,Franklin County,2020-03-02,100
Texas,Franklin County,2020-03-03,95
Texas,Franklin County,2020-03-04,91
Texas,Franklin County,2020-03-05,90
Texas,Franklin County,2020-03-06,110
Texas,Franklin County,2020-03-09,87
Texas,Franklin County,2020-03-10,100
Texas,Franklin County,2020-03-11,89
Texas,Franklin County,2020-03-12,89
Texas,Franklin County,2020-03-13,96
Texas,Franklin County,2020-03-16,103
Texas,Franklin County,2020-03-17,82
Texas,Franklin County,2020-03-18,72
Texas,Franklin County,2020-03-19,90
Texas,Franklin County,2020-03-20,91
Texas,Freestone County,2020-03-02,100
Texas,Freestone County,2020-03-03,85
Texas,Freestone County,2020-03-04,81
Texas,Freestone County,2020-03-05,103
Texas,Freestone County,2020-03-06,124
Texas,Freestone County,2020-03-09,90
Texas,Freestone County,2020-03-10,91
Texas,Freestone County,2020-03-11,102
Texas,Freestone County,2020-03-12,111
Texas,Freestone County,2020-03-13,116
Texas,Freestone County,2020-03-16,84
Texas,Freestone County,2020-03-17,95
Texas,Freestone County,2020-03-18,81
Texas,Freestone County,2020-03-19,84
Texas,Freestone County,2020-03-20,80
Texas,Frio County,2020-03-02,29
Texas,Frio County,2020-03-03,89
Texas,Frio County,2020-03-04,112
Texas,Frio County,2020-03-05,102
Texas,Frio County,2020-03-06,137
Texas,Frio County,2020-03-09,73
Texas,Frio County,2020-03-10,71
Texas,Frio County,2020-03-11,29
Texas,Frio County,2020-03-12,93
Texas,Frio County,2020-03-13,130
Texas,Frio County,2020-03-16,19
Texas,Frio County,2020-03-17,51
Texas,Frio County,2020-03-18,29
Texas,Frio County,2020-03-19,37
Texas,Frio County,2020-03-20,133
Texas,Gaines County,2020-03-02,115
Texas,Gaines County,2020-03-03,92
Texas,Gaines County,2020-03-04,73
Texas,Gaines County,2020-03-05,100
Texas,Gaines County,2020-03-06,210
Texas,Gaines County,2020-03-09,97
Texas,Gaines County,2020-03-10,119
Texas,Gaines County,2020-03-11,118
Texas,Gaines County,2020-03-12,117
Texas,Gaines County,2020-03-13,110
Texas,Gaines County,2020-03-16,117
Texas,Gaines County,2020-03-17,85
Texas,Gaines County,2020-03-18,77
Texas,Gaines County,2020-03-19,76
Texas,Gaines County,2020-03-20,160
Texas,Galveston County,2020-03-02,98
Texas,Galveston County,2020-03-03,100
Texas,Galveston County,2020-03-04,97
Texas,Galveston County,2020-03-05,104
Texas,Galveston County,2020-03-06,115
Texas,Galveston County,2020-03-09,102
Texas,Galveston County,2020-03-10,104
Texas,Galveston County,2020-03-11,111
Texas,Galveston County,2020-03-12,104
Texas,Galveston County,2020-03-13,95
Texas,Galveston County,2020-03-16,78
Texas,Galveston County,2020-03-17,64
Texas,Galveston County,2020-03-18,55
Texas,Galveston County,2020-03-19,55
Texas,Galveston County,2020-03-20,62
Texas,Gillespie County,2020-03-02,100
Texas,Gillespie County,2020-03-03,75
Texas,Gillespie County,2020-03-04,80
Texas,Gillespie County,2020-03-05,124
Texas,Gillespie County,2020-03-06,165
Texas,Gillespie County,2020-03-09,128
Texas,Gillespie County,2020-03-10,119
Texas,Gillespie County,2020-03-11,123
Texas,Gillespie County,2020-03-12,161
Texas,Gillespie County,2020-03-13,154
Texas,Gillespie County,2020-03-16,82
Texas,Gillespie County,2020-03-17,77
Texas,Gillespie County,2020-03-18,65
Texas,Gillespie County,2020-03-19,52
Texas,Gillespie County,2020-03-20,64
Texas,Goliad County,2020-03-02,114
Texas,Goliad County,2020-03-03,97
Texas,Goliad County,2020-03-04,95
Texas,Goliad County,2020-03-05,105
Texas,Goliad County,2020-03-06,130
Texas,Goliad County,2020-03-09,119
Texas,Goliad County,2020-03-10,98
Texas,Goliad County,2020-03-11,97
Texas,Goliad County,2020-03-12,91
Texas,Goliad County,2020-03-13,105
Texas,Goliad County,2020-03-16,91
Texas,Goliad County,2020-03-17,88
Texas,Goliad County,2020-03-18,58
Texas,Goliad County,2020-03-19,91
Texas,Goliad County,2020-03-20,53
Texas,Gonzales County,2020-03-02,100
Texas,Gonzales County,2020-03-03,95
Texas,Gonzales County,2020-03-04,85
Texas,Gonzales County,2020-03-05,97
Texas,Gonzales County,2020-03-06,133
Texas,Gonzales County,2020-03-09,98
Texas,Gonzales County,2020-03-10,92
Texas,Gonzales County,2020-03-11,100
Texas,Gonzales County,2020-03-12,110
Texas,Gonzales County,2020-03-13,137
Texas,Gonzales County,2020-03-16,86
Texas,Gonzales County,2020-03-17,77
Texas,Gonzales County,2020-03-18,71
Texas,Gonzales County,2020-03-19,72
Texas,Gonzales County,2020-03-20,69
Texas,Gray County,2020-03-02,99
Texas,Gray County,2020-03-03,100
Texas,Gray County,2020-03-04,101
Texas,Gray County,2020-03-05,109
Texas,Gray County,2020-03-06,128
Texas,Gray County,2020-03-09,98
Texas,Gray County,2020-03-10,106
Texas,Gray County,2020-03-11,104
Texas,Gray County,2020-03-12,115
Texas,Gray County,2020-03-13,111
Texas,Gray County,2020-03-16,103
Texas,Gray County,2020-03-17,96
Texas,Gray County,2020-03-18,98
Texas,Gray County,2020-03-19,87
Texas,Gray County,2020-03-20,85
Texas,Grayson County,2020-03-02,97
Texas,Grayson County,2020-03-03,95
Texas,Grayson County,2020-03-04,85
Texas,Grayson County,2020-03-05,104
Texas,Grayson County,2020-03-06,130
Texas,Grayson County,2020-03-09,102
Texas,Grayson County,2020-03-10,114
Texas,Grayson County,2020-03-11,104
Texas,Grayson County,2020-03-12,108
Texas,Grayson County,2020-03-13,97
Texas,Grayson County,2020-03-16,81
